Standard,0.5,1,0.5,75,25,0,2,0,0,0,100,0
Standard,1,0.6,1.667,75,25,0,2,0,0,0,100,0
Standard,0.6,6,0.1,75,25,0,1,0,1,0,100,0
Standard,0.7,2,0.35,75,25,0,2,0,0,0,100,0
Standard,0.8,4,0.2,75,25,0,1,0,1,0,100,0
Standard,0.7,5,0.14,75,25,0,1,0,1,0,100,0
