Standard;0.3;0.1;3.0;27.962;84.968;0.0;1005;203;126;0;100.0;0
Standard;0.3;0.1;3.0;27.962;84.968;0.0;1005;203;126;0;100.0;0
Standard;0.3;0.1;3.0;25.0;81.25;0.0;10;1;2;0;100.0;0
Standard;0.3;0.1;3.0;25.0;81.25;0.0;10;1;2;0;100.0;0
Standard;0.3;0.05;6.0;25.0;81.25;0.0;10;1;2;0;100.0;0
Standard;0.3;0.05;6.0;25.0;81.25;0.0;10;1;2;0;100.0;0
Standard;0.3;0.01;30.0;18.75;87.5;0.0;10;1;3;0;100.0;0
Standard;0.3;0.01;30.0;18.75;87.5;0.0;10;1;3;0;100.0;0
Standard;0.3;1.0;0.3;43.75;150.0;0.0;9;15;0;0;100.0;0
Standard;0.3;1.0;0.3;43.75;150.0;0.0;9;15;0;0;100.0;0
Standard;0.25;0.1;2.5;25.0;81.25;0.0;10;1;2;0;100.0;0
Standard;0.25;0.1;2.5;25.0;81.25;0.0;10;1;2;0;100.0;0
Standard;0.2;0.1;2.0;25.0;81.25;0.0;10;1;2;0;100.0;0
Standard;0.2;0.1;2.0;25.0;81.25;0.0;10;1;2;0;100.0;0
Standard;0.01;0.1;0.1;18.75;87.5;0.0;10;1;3;0;100.0;0
Standard;0.01;0.1;0.1;18.75;87.5;0.0;10;1;3;0;100.0;0
Standard;;;;18.75;87.5;0.0;10;1;3;0;100.0;0
Standard;;;;18.75;87.5;0.0;10;1;3;0;100.0;0
Standard;;;;0.0;100.0;0.0;0;0;16;0;100.0;0
Standard;;;;6.25;93.75;0.0;3;0;12;0;100.0;0
Standard;;;;6.25;93.75;0.0;3;0;12;0;100.0;0
Standard;0.3;0.0;300000.013;6.25;93.75;0.0;3;0;12;0;100.0;0
Standard;0.3;0.0;300000.013;6.25;93.75;0.0;3;0;12;0;100.0;0
Standard;0.3;0.1;3.0;25.0;81.25;0.0;10;1;2;0;100.0;0
Standard;0.3;0.1;3.0;25.0;81.25;0.0;10;1;2;0;100.0;0
Standard;4.35;2.35;1.851;100.0;0.0;100.0;0;0;0;0;0.0;0
Standard;4.35;2.35;1.851;100.0;0.0;100.0;0;0;0;0;0.0;0
Standard;0.7;1.4;0.5;80.154;22.154;46.284;169;30;89;0;53.716;0
Standard;0.7;1.4;0.5;80.154;22.154;46.284;169;30;89;0;53.716;0
Standard;0.95;1.4;0.679;81.692;18.923;52.365;136;8;102;0;47.635;0
Standard;0.95;1.4;0.679;81.692;18.923;52.365;136;8;102;0;47.635;0
Standard;0.95;1.4;0.679;78.231;22.231;46.284;154;6;129;0;53.716;0
Standard;0.95;1.4;0.679;78.231;22.231;46.284;154;6;129;0;53.716;0
Standard;0.6;1.4;0.429;75.154;27.077;36.824;212;29;111;0;63.176;0
Standard;0.6;1.4;0.429;75.154;27.077;36.824;212;29;111;0;63.176;0
Standard;0.6;1.0;0.6;75.538;26.692;38.514;207;29;111;0;61.486;0
Standard;0.6;1.0;0.6;75.538;26.692;38.514;207;29;111;0;61.486;0
Standard;0.6;1.0;0.6;75.538;26.692;37.162;207;29;111;0;62.838;0
Standard;0.6;1.0;0.6;75.538;26.692;37.162;207;29;111;0;62.838;0
Standard;0.6;1.4;0.429;75.308;26.923;37.838;210;29;111;0;62.162;0
Standard;0.6;1.4;0.429;75.308;26.923;37.838;210;29;111;0;62.162;0
Standard;0.95;1.4;0.679;77.769;22.692;44.932;160;6;129;0;55.068;0
Standard;0.95;1.4;0.679;77.769;22.692;44.932;160;6;129;0;55.068;0
Standard;0.95;1.0;0.95;78.462;22.0;47.297;151;6;129;0;52.703;0
Standard;0.95;1.0;0.95;78.462;22.0;47.297;151;6;129;0;52.703;0
Standard;0.95;0.5;1.9;77.692;22.769;44.595;161;6;129;0;55.405;0
Standard;0.95;0.5;1.9;77.692;22.769;44.595;161;6;129;0;55.405;0
Standard;0.95;0.7;1.357;78.385;22.077;46.959;152;6;129;0;53.041;0
