Sphinx Bi-Gram;10.5;0.7;15.0;0.0;0.0;0.0;0;0;0;0;100.0;0
Google Phoneme FlatTri-Gram;1.9;5.0;0.38;78.519;22.222;36.667;24;1;5;0;63.333;284
