Standard;0.1;7.6;0.013;43.75;143.75;0.0;9;14;0;0;100.0;0
Standard;0.1;7.5;0.013;43.75;156.25;0.0;9;16;0;0;100.0;0
Standard;0.1;10.0;0.01;43.75;143.75;0.0;9;14;0;0;100.0;0
Standard;0.1;10.0;0.01;43.75;143.75;0.0;9;14;0;0;100.0;0
Standard;0.1;0.0;9.223372036854776E15;43.75;143.75;0.0;9;14;0;0;100.0;0
Standard;3.9;0.7;5.571;50.0;262.5;0.0;8;34;0;0;100.0;0
Standard;0.1;2.5;0.04;43.75;143.75;0.0;9;14;0;0;100.0;0
Standard;0.1;2.5;0.04;43.75;143.75;0.0;9;14;0;0;100.0;0
Standard;0.1;5.1;0.02;43.75;143.75;0.0;9;14;0;0;100.0;0
Standard;0.1;5.0;0.02;43.75;156.25;0.0;9;16;0;0;100.0;0
